Character,Weapon Type,Weapon,Solo Win Rate,Solo Pick Rate,Duo Win Rate,Duo Pick Rate,Squad Win Rate,Squad Pick Rate
Sissela,Shuriken,Mystic Jade Charm,-9999900.0%,1.6%,9.5%,15.9%,-9999900.0%,6.3%
Sissela,Shuriken,Fuhma Shuriken,8.0%,3.9%,7.3%,8.8%,33.3%,7.7%
Sissela,Shuriken,Frost Venom Dart,0.0%,8.9%,-9999900.0%,2.8%,-9999900.0%,0.8%
Sissela,Shuriken,Azure Dagger,-9999900.0%,0.3%,-9999900.0%,0.0%,-9999900.0%,0.0%
Sissela,Shuriken,Flechette,3.3%,6.9%,-9999900.0%,6.7%,16.7%,10.6%
Sissela,Shuriken,Wind and Fire Wheels,3.6%,11.2%,15.9%,18.9%,20.5%,49.4%
Sissela,Shuriken,Death Rune,-9999900.0%,0.3%,-9999900.0%,0.4%,-9999900.0%,0.3%
Sissela,Shuriken,Sudarsana,-9999900.0%,1.2%,-9999900.0%,0.6%,-9999900.0%,2.6%
Sissela,Shuriken,Petal Torrent,11.7%,49.5%,18.8%,33.1%,15.5%,15.6%
Sissela,Throw,Smoke Bomb,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.6%
Sissela,Throw,Incendiary Bomb,4.1%,9.5%,-9999900.0%,10.0%,9.8%,31.1%
Sissela,Throw,David's Sling,3.2%,23.7%,-9999900.0%,19.0%,-9999900.0%,14.6%
Sissela,Throw,Grenade of Antioch,10.2%,30.1%,-9999900.0%,2.0%,-9999900.0%,5.5%
Sissela,Throw,Ruthenium Marble,6.5%,29.5%,18.6%,59.0%,29.9%,40.9%
Sua,Hammer,Fang Mace,6.9%,75.6%,10.8%,53.4%,17.3%,51.3%
Sua,Hammer,Hammer of Dagda,-9999900.0%,0.7%,12.8%,4.5%,-9999900.0%,6.9%
Sua,Hammer,Hammer of Thor,5.2%,4.0%,16.3%,20.0%,20.4%,30.4%
Sua,Hammer,Weight of the World,1.3%,9.4%,13.1%,13.9%,-9999900.0%,5.1%
Sua,Hammer,Peacebringer,-9999900.0%,0.3%,-9999900.0%,2.8%,-9999900.0%,1.8%
Sua,Hammer,Evening Star,11.1%,4.5%,-9999900.0%,1.5%,-9999900.0%,2.4%
Xiukai,Spear,Gentian Silver Gun,-9999900.0%,1.5%,-9999900.0%,0.0%,-9999900.0%,9.7%
Xiukai,Spear,Eighteen Foot Spear,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.3%
Xiukai,Spear,Cosmic Bident,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Xiukai,Spear,Lance of Poseidon,10.9%,68.2%,19.1%,43.2%,23.4%,38.2%
Xiukai,Spear,Blazing Lance,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.3%
Xiukai,Spear,Fangtian Huaji,4.1%,20.8%,12.6%,32.7%,20.8%,34.8%
Xiukai,Spear,Dragon Guandao,7.5%,3.7%,20.0%,20.7%,19.5%,11.4%
Xiukai,Spear,Spear of Longinus,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Xiukai,Dagger,Carnwennan,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Xiukai,Dagger,Mount Slicer,11.2%,92.4%,18.7%,95.2%,24.5%,91.6%
Xiukai,Dagger,Vibroblade,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Xiukai,Dagger,Damascus Steel Thorn,-9999900.0%,3.7%,-9999900.0%,0.0%,-9999900.0%,5.6%
Xiukai,Dagger,Fragarach,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Yuki,Two-Handed Sword,Thuận Thiên,2.6%,4.2%,-9999900.0%,4.3%,-9999900.0%,3.2%
Yuki,Two-Handed Sword,Arondight,1.3%,11.3%,5.4%,22.8%,10.3%,17.6%
Yuki,Two-Handed Sword,Excalibur,15.1%,15.0%,15.1%,5.9%,29.5%,11.8%
Yuki,Two-Handed Sword,Plasma Sword,0.0%,4.0%,0.0%,4.6%,-9999900.0%,3.6%
Yuki,Two-Handed Sword,Aurora Longsword,1.3%,5.7%,7.4%,26.9%,22.7%,30.0%
Yuki,Two-Handed Sword,Laevateinn,14.2%,4.1%,29.3%,6.4%,-9999900.0%,3.2%
Yuki,Two-Handed Sword,Monohoshizao,11.9%,6.0%,-9999900.0%,2.4%,-9999900.0%,2.3%
Yuki,Two-Handed Sword,Hovud,8.3%,42.8%,12.7%,22.6%,19.5%,24.1%
Yuki,Two-Handed Sword,Dáinsleif,30.9%,1.0%,-9999900.0%,1.3%,-9999900.0%,1.5%
Yuki,Dual Swords,Divine Dual Swords,1.5%,30.8%,-9999900.0%,4.9%,-9999900.0%,1.1%
Yuki,Dual Swords,Starsteel Twin Swords,10.3%,15.5%,-9999900.0%,2.4%,-9999900.0%,1.8%
Yuki,Dual Swords,Dioscuri,0.9%,25.6%,10.7%,16.7%,17.7%,9.9%
Yuki,Dual Swords,Lloigor & Zahr,4.2%,26.9%,17.1%,75.7%,13.1%,86.4%
Zahir,Throw,Smoke Bomb,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Incendiary Bomb,-9999900.0%,4.2%,-9999900.0%,0.0%,-9999900.0%,1.4%
Zahir,Throw,David's Sling,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Grenade of Antioch,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Ruthenium Marble,9.7%,85.2%,13.8%,93.0%,17.2%,91.4%
Zahir,Shuriken,Cards of Tyranny,-9999900.0%,0.2%,-9999900.0%,0.5%,-9999900.0%,0.0%
Zahir,Shuriken,Mystic Jade Charm,6.8%,88.4%,15.6%,77.4%,19.6%,79.3%
Zahir,Shuriken,Fuhma Shuriken,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Shuriken,Frost Venom Dart,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Shuriken,Azure Dagger,-9999900.0%,0.0%,-9999900.0%,13.6%,-9999900.0%,1.7%
Zahir,Shuriken,Flechette,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Shuriken,Wind and Fire Wheels,-9999900.0%,1.0%,-9999900.0%,0.0%,-9999900.0%,10.3%
Zahir,Shuriken,Death Rune,-9999900.0%,0.2%,-9999900.0%,1.5%,-9999900.0%,3.4%
Zahir,Shuriken,Sudarsana,-9999900.0%,1.6%,-9999900.0%,1.5%,-9999900.0%,0.0%
Zahir,Shuriken,Petal Torrent,-9999900.0%,1.4%,-9999900.0%,1.5%,-9999900.0%,1.7%
