Character,Weapon Type,Weapon,Solo Win Rate,Solo Pick Rate,Duo Win Rate,Duo Pick Rate,Squad Win Rate,Squad Pick Rate
Yuki,Two-Handed Sword,Arondight,1.7%,22.7%,8.4%,41.3%,14.9%,35.2%
Yuki,Two-Handed Sword,Excalibur,14.9%,2.5%,-9999900.0%,1.1%,-9999900.0%,3.9%
Yuki,Two-Handed Sword,Plasma Sword,0.0%,2.4%,-9999900.0%,3.6%,-9999900.0%,4.7%
Yuki,Two-Handed Sword,Laevateinn,16.8%,10.7%,26.5%,14.7%,35.7%,16.4%
Yuki,Two-Handed Sword,Monohoshizao,9.0%,5.4%,-9999900.0%,3.6%,-9999900.0%,4.4%
Yuki,Two-Handed Sword,Hovud,6.8%,41.9%,15.0%,20.8%,-9999900.0%,5.5%
Yuki,Two-Handed Sword,Dáinsleif,36.4%,1.6%,-9999900.0%,2.8%,-9999900.0%,1.2%
Yuki,Dual Sword,Divine Dual Swords,-9999900.0%,5.5%,-9999900.0%,2.0%,-9999900.0%,1.1%
Yuki,Dual Sword,Starsteel Twin Swords,-9999900.0%,23.3%,-9999900.0%,2.0%,-9999900.0%,1.6%
Yuki,Dual Sword,Dioscuri,0.0%,39.7%,-9999900.0%,9.6%,-9999900.0%,1.3%
Yuki,Dual Sword,Lloigor & Zahr,2.4%,28.1%,12.0%,83.8%,15.8%,94.1%
Zahir,Throw,Smoke Bomb,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Incendiary Bomb,-9999900.0%,2.7%,-9999900.0%,0.0%,-9999900.0%,0.4%
Zahir,Throw,David's Sling,-9999900.0%,0.1%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Grenade of Antioch,-9999900.0%,0.1%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Ruthenium Marble,7.1%,74.2%,14.5%,81.3%,16.4%,90.5%
Zahir,Shuriken,Cards of Tyranny,-9999900.0%,0.3%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Shuriken,Mystic Jade Charm,5.8%,76.8%,19.8%,75.0%,20.0%,73.9%
Zahir,Shuriken,Fuhma Shuriken,-9999900.0%,0.5%,-9999900.0%,2.0%,-9999900.0%,0.0%
Zahir,Shuriken,Frost Venom Dart,-9999900.0%,0.2%,-9999900.0%,0.7%,-9999900.0%,0.0%
Zahir,Shuriken,Azure Dagger,-9999900.0%,0.5%,-9999900.0%,7.4%,-9999900.0%,4.5%
Zahir,Shuriken,Flechette,-9999900.0%,0.9%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Shuriken,Wind and Fire Wheels,-9999900.0%,3.2%,-9999900.0%,6.1%,-9999900.0%,2.3%
Zahir,Shuriken,Death Rune,-9999900.0%,0.8%,-9999900.0%,1.4%,-9999900.0%,10.2%
Zahir,Shuriken,Sudarsana,-9999900.0%,4.5%,-9999900.0%,1.4%,-9999900.0%,1.1%
Zahir,Shuriken,Petal Torrent,-9999900.0%,1.1%,-9999900.0%,0.0%,-9999900.0%,3.4%
